Date,Cumul,total_position_USDSGD=X,total_position_SGD,total_position_EURSGD=X,total_position_TSLA,total_position_META,total_position_PDD,total_position_ABNB,total_position_ETH-USD,total_position_SOL-USD,total_position_HOOD,total_position_GBPSGD=X,total_position_KAPE.L,total_position_PBEE.L,total_position_NVDA,total_position_TOST,total_position_SGRO.L,total_position_COIN,total_position_SNOW,total_position_SPCE,total_position_MKTX,total_position_SCHW,total_position_TSM,total_position_GROW.L,total_position_AT1.L,total_position_BIRD,total_position_VET,total_position_ARCH,total_position_DLO,total_position_SHOP,total_position_AWE.L,total_position_SLGC,Total Portfolio Value (SGD),Gains_Losses
2022-12-23,40542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40542.00053215027,0.0005321502685546875
2022-12-24,40542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40542.00053215027,0.0005321502685546875
2022-12-25,40542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40542.00053215027,0.0005321502685546875
2022-12-26,40542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40550.99844932556,8.998449325561523
2022-12-27,40542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40403.9990901947,-138.00090980529785
2022-12-28,40542.0,0.05282109570314625,0.0,0.0,0.37309195582796745,0.5740869484688864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40710.60512075767,168.60512075766746
2022-12-29,40542.0,0.05015320520128363,0.0,0.0,0.38288056365597956,0.5669662311427368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42928.3764547469,2386.3764547469036
2022-12-30,40542.0,0.04992099180311511,0.0,0.0,0.3853624897721014,0.5647165184247835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42945.22792956003,2403.227929560031
2022-12-31,40542.0,0.04992099180311511,0.0,0.0,0.3853624897721014,0.5647165184247835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42945.22792956003,2403.227929560031
2023-01-01,40542.0,0.04992099180311511,0.0,0.0,0.3853624897721014,0.5647165184247835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42945.22792956003,2403.227929560031
2023-01-02,40542.0,0.0499209918031151,0.0,0.0,0.3853624897721014,0.5647165184247835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42747.0443286435,2205.0443286434966
2023-01-03,101085.0,0.27866513650428815,0.0,0.0,0.14194154644930237,0.24568624122281812,0.16648916166677946,0.1672179141568119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102143.25610867134,1058.2561086713395
2023-01-04,101085.0,0.026366635442372915,0.0,0.0,0.14421881082485838,0.2424650267889424,0.17334430612656912,0.16888982498879665,0.1594638988286005,0.08525149699985998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106008.66658034832,4923.666580348319
2023-01-05,101085.0,0.026353014296983158,0.0,0.0,0.1399584860017761,0.24152163056570689,0.18156931491497952,0.1668809011215883,0.15860929754511235,0.08510735555385375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105755.98862609357,4670.988626093575
2023-01-06,101085.0,0.02596515238265886,0.0,0.0,0.14129793681162128,0.2437408289136366,0.1798905472298557,0.16594321372271525,0.15864199682177282,0.08452032411773945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107662.21613416397,6577.216134163973
2023-01-07,101085.0,0.02605236985393864,0.0,0.0,0.1417725594352108,0.24455955928086842,0.1804948032113073,0.16650062032921764,0.1585342758493516,0.0820858120401056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107301.78726353748,6216.787263537481
2023-01-08,101085.0,0.025779302991644274,0.0,0.0,0.1402865760800896,0.2419962181387257,0.17860295422214903,0.16475545080267295,0.15973753752699674,0.08884196023772169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108438.37976086485,7353.379760864846
2023-01-09,101085.0,0.025166151339595894,0.0,0.0,0.14507775094759368,0.23524109274535737,0.1735554814048667,0.16214500977937424,0.16007840247218058,0.09873611131103152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110112.00280520016,9027.002805200158
2023-01-10,101085.0,0.025101053476999997,0.0,0.0,0.14359096112553757,0.24101173269697637,0.17051501699511404,0.16045701295004453,0.1614822712534456,0.09784195150188191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110116.9847682494,9031.9847682494
2023-01-11,101085.0,0.024583858195258986,0.0,0.0,0.14580325647399678,0.23586829822944416,0.165102478819168,0.16762286675406668,0.164230734577093,0.09678850695097241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112539.26756981829,11454.267569818287
2023-01-12,101085.0,0.024096189424764883,0.0,0.0,0.14330529341384385,0.23783507622014396,0.162592823598592,0.1713435374038014,0.16445297300221184,0.09637410693664203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114685.82443456048,13600.824434560476
2023-01-13,101085.0,0.02357425013016362,0.0,0.0,0.13888498091092538,0.23314293939500788,0.16509611495607,0.17083193310918315,0.16471201040986558,0.1037577710887844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116549.91259836344,15464.912598363444
2023-01-14,101085.0,0.02255773024941174,0.0,0.0,0.13289627104934806,0.22308983350008404,0.15797718297897134,0.1634656730875943,0.1683685973458657,0.13164471178872467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121802.00586954795,20717.005869547953
2023-01-15,101085.0,0.022723117114455262,0.0,0.0,0.13387062872637542,0.22472546473504054,0.15913542677178294,0.16466415692950884,0.1697968979681778,0.12508430775465917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120915.48788852841,19830.487888528412
2023-01-16,101085.0,0.02257603611049575,0.0,0.0,0.13300411792265998,0.22327087350083563,0.15810538330471696,0.16359832738704996,0.17134423663753903,0.12810102513670255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121466.74022302686,20381.740223026864
2023-01-17,101085.0,0.022565767933427284,0.0,0.0,0.1428166474710758,0.22053001005302497,0.15453066653892802,0.16499019855986416,0.17029014375157464,0.12427656569210514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121530.29813791273,20445.29813791273
2023-01-18,101085.0,0.023320874408034493,0.0,0.0,0.14455370246575713,0.22396957177195953,0.15077789198231253,0.17024178928891603,0.17011348343626856,0.11702268664675167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117587.25104040296,16502.25104040296
2023-01-19,101085.0,0.023122050076170565,0.0,0.0,0.14152950100590928,0.22728522028278844,0.15061089805814853,0.16543493200844145,0.17278646891431262,0.11923092965422916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118618.13534588447,17533.135345884468
2023-01-20,101085.0,0.0219122997561702,0.0,0.0,0.14071644790627733,0.2204877558846792,0.1468758209517861,0.16022817270011006,0.1750522497721274,0.13472725302884975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125259.81272660414,24174.81272660414
2023-01-21,101085.0,0.022095603231929786,0.0,0.0,0.14189358651266665,0.22233220728712555,0.14810448470616563,0.16156853319614917,0.1730457466251656,0.1309598384407976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124220.66666642317,23135.666666423174
2023-01-22,101085.0,0.022139134763499546,0.0,0.0,0.14217313738421272,0.22277023386639122,0.1483962719447368,0.16188684655603716,0.17352135539065228,0.1291130200944703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123976.41521168606,22891.415211686064
2023-01-23,101085.0,0.021533536583379583,0.0,0.0,0.1489907097030152,0.2227398220769528,0.14816154875875734,0.16358402772338804,0.16876124296349007,0.1262291121910171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127227.64954399323,26142.649543993233
2023-01-24,101085.0,0.021877065916094156,0.0,0.0,0.1515150100988196,0.22608789921185993,0.15212047725282096,0.16447207226734525,0.1639091732317117,0.1200183020213483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125195.64057324638,24110.640573246375
2023-01-25,101085.0,0.1374362614124522,0.0,0.0,0.0,0.2232220442765177,0.1522169227942577,0.16475838055982475,0.16950267962325447,0.0,0.15286371133369323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125489.92589394929,24404.925893949287
2023-01-26,101085.0,0.13366677074869024,0.0,0.0,0.0,0.22599848109957216,0.1605770629291926,0.16788019603374002,0.1639735251525803,0.0,0.1479039640362246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128247.67240373386,27162.672403733857
2023-01-27,101085.0,0.1300453810446991,0.0,0.0,0.0,0.22650319653663778,0.15625645066716892,0.1730643219241689,0.1590385050675581,0.0,0.15509214475976724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131750.67184717715,30665.671847177146
2023-01-28,101085.0,0.13037910407367925,0.0,0.0,0.0,0.2270844500361059,0.1566574366583316,0.17350844034849863,0.15688042597939672,0.0,0.1554901429039879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131413.43810415216,30328.438104152156
2023-01-29,101085.0,0.12942716265799967,0.0,0.0,0.0,0.22542643056755649,0.15551362835339808,0.17224159723348254,0.16303632378666177,0.0,0.1543548574009015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132379.9886468597,31294.98864685971
2023-01-30,101085.0,0.13469496166450956,0.0,0.0,0.0,0.22736583899099588,0.15020122379715894,0.1692643358440722,0.16154699633745406,0.0,0.15692664336580936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127297.80750821995,26212.80750821995
2023-01-31,101085.0,0.13299842800118428,0.0,0.0,0.0,0.2274178961380495,0.14957646535842387,0.16962074492613932,0.16146720366463993,0.0,0.158919261911563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129129.93135256154,28044.931352561543
2023-02-01,101085.0,0.12917019003616,0.0,0.0,0.0,0.22702491069988065,0.15268434438029183,0.16900842418324394,0.16228137346656213,0.0,0.15983075723386128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132926.62027463235,31841.620274632354
2023-02-02,101085.0,0.12185205733901604,0.0,0.0,0.0,0.26402506623381555,0.13932052981648016,0.1657691860755143,0.153222424617338,0.0,0.155810735917836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139973.61756216336,38888.61756216336
2023-02-03,101085.0,0.12333322350704648,0.0,0.0,0.0,0.26406331949420425,0.1354080152138652,0.1680390040381198,0.1571144064655615,0.0,0.15204203128120275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138860.52970255524,37775.52970255524
2023-02-04,101085.0,0.12330629939339796,0.0,0.0,0.0,0.26400567346321363,0.1353784551270786,0.16800232048186906,0.1572984116092503,0.0,0.15200883992519046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138890.85010549813,37805.85010549813
2023-02-05,101085.0,0.12371970747793158,0.0,0.0,0.0,0.2648908032603883,0.1358323374355781,0.1685655805736023,0.1544730924552095,0.0,0.15251847879729025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138426.74780949487,37341.747809494875
2023-02-06,101085.0,0.12461989259153125,0.0,0.0,0.0,0.2661458459062577,0.13418865678977174,0.1692914160497065,0.15412857836761912,0.0,0.15162561029511373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138923.2396001078,37838.2396001078
