,Date,Price,Cumul_Qty,FX_Price,Asset,Class,Currency,total_position_CLR.SI
332,2023-04-08,0.9369999766349792,475000.0,1,CLR.SI,Investment,SGD,445074.98890161514
333,2023-04-09,0.9369999766349792,475000.0,1,CLR.SI,Investment,SGD,445074.98890161514
334,2023-04-10,0.9380000233650208,475000.0,1,CLR.SI,Investment,SGD,445550.01109838486
335,2023-04-11,0.9409999847412109,475000.0,1,CLR.SI,Investment,SGD,446974.9927520752
336,2023-04-12,0.9350000023841858,475000.0,1,CLR.SI,Investment,SGD,444125.00113248825
337,2023-04-13,0.9419999718666077,475000.0,1,CLR.SI,Investment,SGD,447449.98663663864
338,2023-04-14,0.9440000057220459,475000.0,1,CLR.SI,Investment,SGD,448400.0027179718
339,2023-04-15,0.9440000057220459,475000.0,1,CLR.SI,Investment,SGD,448400.0027179718
340,2023-04-16,0.9440000057220459,475000.0,1,CLR.SI,Investment,SGD,448400.0027179718
341,2023-04-17,0.9449999928474426,475000.0,1,CLR.SI,Investment,SGD,448874.99660253525
342,2023-04-18,0.9440000057220459,475000.0,1,CLR.SI,Investment,SGD,448400.0027179718
343,2023-04-19,0.9459999799728394,475000.0,1,CLR.SI,Investment,SGD,449349.9904870987
